2013.12.04,00:55,1.35877,1.35884,1.35856,1.35877,100
2013.12.04,01:00,1.35880,1.35893,1.35873,1.35883,168
2013.12.04,01:05,1.35883,1.35883,1.35875,1.35883,72
2013.12.04,01:10,1.35885,1.35915,1.35885,1.35903,205
2013.12.04,01:15,1.35903,1.35928,1.35903,1.35924,172
2013.12.04,01:20,1.35924,1.35924,1.35907,1.35908,147
2013.12.04,01:25,1.35908,1.35909,1.35899,1.35899,74
2013.12.04,01:30,1.35899,1.35901,1.35896,1.35897,77
2013.12.04,01:35,1.35897,1.35897,1.35885,1.35885,90
2013.12.04,01:40,1.35885,1.35901,1.35882,1.35900,184
2013.12.04,01:45,1.35902,1.35931,1.35895,1.35895,251
2013.12.04,01:50,1.35895,1.35913,1.35893,1.35899,248
2013.12.04,01:55,1.35899,1.35910,1.35876,1.35905,239
2013.12.04,02:00,1.35907,1.35909,1.35869,1.35876,187
2013.12.04,02:05,1.35876,1.35877,1.35850,1.35866,286
2013.12.04,02:10,1.35866,1.35866,1.35852,1.35854,135
2013.12.04,02:15,1.35854,1.35862,1.35846,1.35862,221
2013.12.04,02:20,1.35860,1.35860,1.35838,1.35846,240
2013.12.04,02:25,1.35846,1.35854,1.35836,1.35848,102
2013.12.04,02:30,1.35848,1.35861,1.35825,1.35840,869
2013.12.04,02:35,1.35841,1.35878,1.35835,1.35852,470
2013.12.04,02:40,1.35851,1.35873,1.35833,1.35872,258
2013.12.04,02:45,1.35871,1.35874,1.35850,1.35859,266
2013.12.04,02:50,1.35859,1.35865,1.35851,1.35859,185
2013.12.04,02:55,1.35859,1.35880,1.35852,1.35861,300
2013.12.04,03:00,1.35861,1.35861,1.35830,1.35831,341
2013.12.04,03:05,1.35830,1.35834,1.35814,1.35815,206
2013.12.04,03:10,1.35814,1.35840,1.35813,1.35840,166
2013.12.04,03:15,1.35840,1.35850,1.35812,1.35815,241
2013.12.04,03:20,1.35815,1.35829,1.35812,1.35814,261
2013.12.04,03:25,1.35814,1.35832,1.35814,1.35832,200
2013.12.04,03:30,1.35832,1.35852,1.35823,1.35846,315
2013.12.04,03:35,1.35846,1.35881,1.35841,1.35872,296
2013.12.04,03:40,1.35873,1.35912,1.35872,1.35899,757
2013.12.04,03:45,1.35899,1.35903,1.35868,1.35891,492
2013.12.04,03:50,1.35889,1.35922,1.35877,1.35913,328
2013.12.04,03:55,1.35912,1.35956,1.35910,1.35929,448
2013.12.04,04:00,1.35929,1.35943,1.35927,1.35937,134
2013.12.04,04:05,1.35938,1.35966,1.35929,1.35948,464
2013.12.04,04:10,1.35948,1.35954,1.35943,1.35950,139
2013.12.04,04:15,1.35951,1.35951,1.35935,1.35939,169
2013.12.04,04:20,1.35939,1.35947,1.35926,1.35926,207
2013.12.04,04:25,1.35926,1.35942,1.35917,1.35919,249
2013.12.04,04:30,1.35919,1.35928,1.35900,1.35900,214
2013.12.04,04:35,1.35900,1.35901,1.35886,1.35901,121
2013.12.04,04:40,1.35901,1.35914,1.35899,1.35911,42
2013.12.04,04:45,1.35909,1.35922,1.35908,1.35919,64
2013.12.04,04:50,1.35919,1.35919,1.35885,1.35901,278
2013.12.04,04:55,1.35902,1.35922,1.35886,1.35887,325
2013.12.04,05:00,1.35890,1.35895,1.35884,1.35886,128
2013.12.04,05:05,1.35885,1.35888,1.35878,1.35884,91
2013.12.04,05:10,1.35884,1.35885,1.35867,1.35883,175
2013.12.04,05:15,1.35882,1.35893,1.35878,1.35890,126
2013.12.04,05:20,1.35890,1.35902,1.35887,1.35898,78
2013.12.04,05:25,1.35898,1.35907,1.35897,1.35905,92
2013.12.04,05:30,1.35905,1.35911,1.35891,1.35897,163
2013.12.04,05:35,1.35898,1.35899,1.35892,1.35894,95
2013.12.04,05:40,1.35894,1.35901,1.35889,1.35889,71
2013.12.04,05:45,1.35889,1.35901,1.35874,1.35877,133
2013.12.04,05:50,1.35877,1.35879,1.35869,1.35875,165
2013.12.04,05:55,1.35876,1.35878,1.35847,1.35854,221
2013.12.04,06:00,1.35854,1.35860,1.35847,1.35848,151
2013.12.04,06:05,1.35849,1.35860,1.35848,1.35858,68
2013.12.04,06:10,1.35857,1.35871,1.35857,1.35870,105
2013.12.04,06:15,1.35870,1.35879,1.35867,1.35871,58
2013.12.04,06:20,1.35872,1.35881,1.35864,1.35872,148
2013.12.04,06:25,1.35872,1.35879,1.35862,1.35871,156
2013.12.04,06:30,1.35870,1.35870,1.35859,1.35868,151
2013.12.04,06:35,1.35867,1.35877,1.35867,1.35873,142
2013.12.04,06:40,1.35873,1.35880,1.35868,1.35872,111
2013.12.04,06:45,1.35872,1.35884,1.35870,1.35882,221
2013.12.04,06:50,1.35881,1.35892,1.35880,1.35882,82
2013.12.04,06:55,1.35884,1.35899,1.35882,1.35892,102
2013.12.04,07:00,1.35892,1.35901,1.35886,1.35889,113
2013.12.04,07:05,1.35891,1.35930,1.35889,1.35910,295
2013.12.04,07:10,1.35910,1.35920,1.35886,1.35903,285
2013.12.04,07:15,1.35901,1.35913,1.35889,1.35897,185
2013.12.04,07:20,1.35897,1.35899,1.35876,1.35880,273
2013.12.04,07:25,1.35881,1.35889,1.35880,1.35881,122
2013.12.04,07:30,1.35881,1.35891,1.35880,1.35890,68
2013.12.04,07:35,1.35890,1.35902,1.35882,1.35900,166
2013.12.04,07:40,1.35900,1.35900,1.35879,1.35886,111
2013.12.04,07:45,1.35886,1.35893,1.35857,1.35857,262
2013.12.04,07:50,1.35857,1.35864,1.35849,1.35850,199
2013.12.04,07:55,1.35850,1.35866,1.35845,1.35862,123
2013.12.04,08:00,1.35863,1.35869,1.35854,1.35855,186
2013.12.04,08:05,1.35854,1.35854,1.35824,1.35824,160
2013.12.04,08:10,1.35824,1.35844,1.35822,1.35838,129
2013.12.04,08:15,1.35840,1.35851,1.35836,1.35851,145
2013.12.04,08:20,1.35851,1.35853,1.35806,1.35807,318
2013.12.04,08:25,1.35807,1.35822,1.35806,1.35819,132
2013.12.04,08:30,1.35820,1.35849,1.35818,1.35845,248
2013.12.04,08:35,1.35846,1.35854,1.35836,1.35837,187
2013.12.04,08:40,1.35837,1.35839,1.35819,1.35823,236
2013.12.04,08:45,1.35823,1.35823,1.35764,1.35764,445
2013.12.04,08:50,1.35763,1.35794,1.35754,1.35789,378
2013.12.04,08:55,1.35788,1.35796,1.35757,1.35789,550
2013.12.04,09:00,1.35789,1.35791,1.35755,1.35777,363
2013.12.04,09:05,1.35777,1.35792,1.35762,1.35765,425
2013.12.04,09:10,1.35765,1.35783,1.35692,1.35706,639
2013.12.04,09:15,1.35704,1.35722,1.35666,1.35675,507
2013.12.04,09:20,1.35675,1.35728,1.35667,1.35727,637
2013.12.04,09:25,1.35727,1.35727,1.35691,1.35707,441
2013.12.04,09:30,1.35708,1.35731,1.35696,1.35724,385
2013.12.04,09:35,1.35723,1.35738,1.35700,1.35734,348
2013.12.04,09:40,1.35734,1.35745,1.35723,1.35734,479
2013.12.04,09:45,1.35735,1.35735,1.35700,1.35722,450
2013.12.04,09:50,1.35723,1.35725,1.35693,1.35703,441
2013.12.04,09:55,1.35704,1.35711,1.35670,1.35691,450
2013.12.04,10:00,1.35690,1.35745,1.35663,1.35732,885
2013.12.04,10:05,1.35733,1.35755,1.35727,1.35753,527
2013.12.04,10:10,1.35753,1.35764,1.35733,1.35763,659
2013.12.04,10:15,1.35762,1.35785,1.35743,1.35784,764
2013.12.04,10:20,1.35784,1.35808,1.35783,1.35804,282
2013.12.04,10:25,1.35805,1.35811,1.35772,1.35774,425
2013.12.04,10:30,1.35772,1.35833,1.35764,1.35822,583
2013.12.04,10:35,1.35821,1.35899,1.35812,1.35882,748
2013.12.04,10:40,1.35882,1.35900,1.35788,1.35838,1169
2013.12.04,10:45,1.35839,1.35847,1.35774,1.35799,1090
2013.12.04,10:50,1.35800,1.35877,1.35757,1.35859,1574
2013.12.04,10:55,1.35859,1.35863,1.35798,1.35798,662
2013.12.04,11:00,1.35798,1.35837,1.35793,1.35825,710
2013.12.04,11:05,1.35826,1.35864,1.35820,1.35831,710
2013.12.04,11:10,1.35831,1.35835,1.35759,1.35778,659
2013.12.04,11:15,1.35778,1.35808,1.35741,1.35799,539
2013.12.04,11:20,1.35799,1.35814,1.35779,1.35793,645
2013.12.04,11:25,1.35793,1.35891,1.35787,1.35839,1115
2013.12.04,11:30,1.35839,1.35874,1.35796,1.35835,914
2013.12.04,11:35,1.35835,1.35861,1.35818,1.35849,585
2013.12.04,11:40,1.35849,1.35869,1.35831,1.35861,844
2013.12.04,11:45,1.35861,1.35893,1.35846,1.35872,727
2013.12.04,11:50,1.35871,1.35900,1.35838,1.35851,556
2013.12.04,11:55,1.35851,1.35894,1.35847,1.35875,825
2013.12.04,12:00,1.35874,1.35882,1.35842,1.35872,850
2013.12.04,12:05,1.35870,1.35880,1.35862,1.35874,408
2013.12.04,12:10,1.35874,1.35919,1.35859,1.35898,834
2013.12.04,12:15,1.35900,1.35906,1.35881,1.35898,450
2013.12.04,12:20,1.35898,1.35898,1.35849,1.35868,562
2013.12.04,12:25,1.35867,1.35898,1.35864,1.35882,410
2013.12.04,12:30,1.35882,1.35911,1.35878,1.35910,517
2013.12.04,12:35,1.35910,1.35916,1.35895,1.35907,462
2013.12.04,12:40,1.35908,1.35918,1.35885,1.35901,491
2013.12.04,12:45,1.35902,1.35909,1.35890,1.35899,263
2013.12.04,12:50,1.35900,1.35914,1.35896,1.35905,245
2013.12.04,12:55,1.35905,1.35911,1.35889,1.35897,316
2013.12.04,13:00,1.35898,1.35912,1.35891,1.35898,383
2013.12.04,13:05,1.35898,1.35924,1.35886,1.35920,499
2013.12.04,13:10,1.35921,1.35927,1.35905,1.35924,489
2013.12.04,13:15,1.35924,1.35927,1.35901,1.35907,379
2013.12.04,13:20,1.35907,1.35912,1.35893,1.35909,385
2013.12.04,13:25,1.35909,1.35912,1.35888,1.35897,228
2013.12.04,13:30,1.35897,1.35897,1.35867,1.35887,448
2013.12.04,13:35,1.35888,1.35895,1.35866,1.35887,365
2013.12.04,13:40,1.35888,1.35919,1.35888,1.35917,375
2013.12.04,13:45,1.35917,1.35937,1.35906,1.35907,570
2013.12.04,13:50,1.35907,1.35932,1.35905,1.35922,470
2013.12.04,13:55,1.35922,1.35922,1.35868,1.35877,411
2013.12.04,14:00,1.35877,1.35887,1.35828,1.35836,576
2013.12.04,14:05,1.35836,1.35867,1.35827,1.35865,490
2013.12.04,14:10,1.35865,1.35872,1.35841,1.35870,453
2013.12.04,14:15,1.35870,1.35886,1.35847,1.35857,425
2013.12.04,14:20,1.35857,1.35884,1.35853,1.35862,348
2013.12.04,14:25,1.35862,1.35885,1.35862,1.35880,268
2013.12.04,14:30,1.35880,1.35914,1.35875,1.35903,454
2013.12.04,14:35,1.35902,1.35902,1.35873,1.35886,492
2013.12.04,14:40,1.35887,1.35892,1.35871,1.35872,398
2013.12.04,14:45,1.35873,1.35904,1.35871,1.35892,388
2013.12.04,14:50,1.35893,1.35952,1.35891,1.35937,733
2013.12.04,14:55,1.35936,1.35997,1.35936,1.35975,941
2013.12.04,15:00,1.35975,1.35984,1.35937,1.35953,969
2013.12.04,15:05,1.35953,1.35964,1.35934,1.35954,451
2013.12.04,15:10,1.35953,1.35968,1.35893,1.35893,1208
2013.12.04,15:15,1.35893,1.35893,1.35686,1.35863,3180
2013.12.04,15:20,1.35863,1.35865,1.35830,1.35832,1145
2013.12.04,15:25,1.35833,1.35839,1.35740,1.35746,1166
2013.12.04,15:30,1.35746,1.35803,1.35654,1.35689,1706
2013.12.04,15:35,1.35689,1.35691,1.35558,1.35600,1966
2013.12.04,15:40,1.35600,1.35601,1.35470,1.35480,1586
2013.12.04,15:45,1.35481,1.35486,1.35413,1.35453,1905
2013.12.04,15:50,1.35454,1.35516,1.35430,1.35511,1309
2013.12.04,15:55,1.35511,1.35511,1.35438,1.35457,1093
2013.12.04,16:00,1.35458,1.35461,1.35374,1.35409,2129
2013.12.04,16:05,1.35408,1.35443,1.35350,1.35352,1154
2013.12.04,16:10,1.35351,1.35407,1.35337,1.35372,1118
2013.12.04,16:15,1.35373,1.35401,1.35342,1.35366,1044
2013.12.04,16:25,1.35325,1.35330,1.35282,1.35287,750
2013.12.04,16:30,1.35287,1.35364,1.35272,1.35359,1273
2013.12.04,16:35,1.35359,1.35378,1.35344,1.35371,1154
2013.12.04,16:40,1.35370,1.35456,1.35358,1.35439,1182
2013.12.04,16:45,1.35440,1.35477,1.35408,1.35441,1284
2013.12.04,16:50,1.35441,1.35462,1.35413,1.35421,1206
2013.12.04,16:55,1.35420,1.35445,1.35403,1.35410,1027
2013.12.04,17:00,1.35410,1.35604,1.35407,1.35547,3109
2013.12.04,17:05,1.35547,1.35583,1.35480,1.35491,1719
2013.12.04,17:10,1.35491,1.35501,1.35432,1.35449,1277
2013.12.04,17:15,1.35449,1.35451,1.35383,1.35388,1602
2013.12.04,17:20,1.35387,1.35423,1.35380,1.35391,1266
2013.12.04,17:25,1.35391,1.35414,1.35351,1.35412,1209
2013.12.04,17:30,1.35412,1.35472,1.35394,1.35451,1249
2013.12.04,17:35,1.35451,1.35461,1.35393,1.35440,1359
2013.12.04,17:40,1.35440,1.35476,1.35404,1.35408,1445
2013.12.04,17:45,1.35408,1.35470,1.35408,1.35470,957
2013.12.04,17:50,1.35472,1.35490,1.35452,1.35469,640
2013.12.04,17:55,1.35469,1.35561,1.35468,1.35556,1206
2013.12.04,18:00,1.35556,1.35588,1.35542,1.35550,1203
2013.12.04,18:05,1.35551,1.35601,1.35550,1.35591,1056
2013.12.04,18:10,1.35591,1.35601,1.35551,1.35561,704
2013.12.04,18:15,1.35562,1.35587,1.35559,1.35580,452
2013.12.04,18:20,1.35580,1.35614,1.35572,1.35607,742
2013.12.04,18:25,1.35607,1.35638,1.35595,1.35630,988
2013.12.04,18:30,1.35630,1.35638,1.35588,1.35609,624
2013.12.04,18:35,1.35609,1.35624,1.35566,1.35567,454
2013.12.04,18:40,1.35567,1.35609,1.35556,1.35570,590
2013.12.04,18:45,1.35569,1.35610,1.35547,1.35591,582
2013.12.04,18:50,1.35591,1.35619,1.35587,1.35589,549
2013.12.04,18:55,1.35590,1.35599,1.35529,1.35537,672
2013.12.04,19:00,1.35537,1.35636,1.35536,1.35623,897
2013.12.04,19:05,1.35624,1.35659,1.35621,1.35639,817
2013.12.04,19:10,1.35640,1.35668,1.35637,1.35649,815
2013.12.04,19:15,1.35649,1.35777,1.35633,1.35762,1380
2013.12.04,19:20,1.35761,1.35819,1.35747,1.35765,1493
2013.12.04,19:25,1.35765,1.35836,1.35757,1.35823,1094
2013.12.04,19:30,1.35822,1.35931,1.35818,1.35872,1958
2013.12.04,19:35,1.35871,1.36043,1.35871,1.35957,2313
2013.12.04,19:40,1.35957,1.36006,1.35919,1.35926,1436
2013.12.04,19:45,1.35926,1.36006,1.35926,1.35993,1252
2013.12.04,19:50,1.35993,1.36001,1.35938,1.35962,1354
2013.12.04,19:55,1.35962,1.35995,1.35934,1.35936,917
2013.12.04,20:00,1.35936,1.35979,1.35929,1.35959,1092
2013.12.04,20:05,1.35959,1.35960,1.35908,1.35937,935
2013.12.04,20:10,1.35937,1.35938,1.35908,1.35908,730
2013.12.04,20:15,1.35908,1.35950,1.35908,1.35917,638
2013.12.04,20:20,1.35917,1.35946,1.35910,1.35916,659
2013.12.04,20:25,1.35916,1.35943,1.35880,1.35943,1052
2013.12.04,20:30,1.35942,1.36002,1.35916,1.35929,1664
2013.12.04,20:35,1.35930,1.35947,1.35907,1.35930,691
2013.12.04,20:40,1.35930,1.35961,1.35908,1.35929,794
2013.12.04,20:45,1.35932,1.35942,1.35899,1.35939,799
2013.12.04,20:50,1.35941,1.35951,1.35887,1.35890,590
2013.12.04,20:55,1.35890,1.35920,1.35861,1.35869,735
2013.12.04,21:00,1.35872,1.35917,1.35859,1.35874,789
2013.12.04,21:05,1.35874,1.35897,1.35858,1.35892,541
2013.12.04,21:10,1.35891,1.35896,1.35857,1.35892,516
2013.12.04,21:15,1.35890,1.35942,1.35888,1.35910,579
2013.12.04,21:20,1.35911,1.35937,1.35910,1.35915,329
2013.12.04,21:25,1.35914,1.35930,1.35911,1.35930,367
2013.12.04,21:30,1.35930,1.35937,1.35911,1.35931,623
2013.12.04,21:35,1.35929,1.35936,1.35899,1.35923,353
2013.12.04,21:40,1.35923,1.35926,1.35897,1.35916,308
2013.12.04,21:45,1.35916,1.35935,1.35887,1.35889,303
2013.12.04,21:50,1.35888,1.35889,1.35839,1.35882,481
2013.12.04,21:55,1.35881,1.35903,1.35859,1.35877,820
2013.12.04,22:00,1.35877,1.35877,1.35852,1.35872,411
2013.12.04,22:05,1.35872,1.35872,1.35852,1.35866,287
2013.12.04,22:10,1.35866,1.35875,1.35852,1.35874,389
2013.12.04,22:15,1.35874,1.35879,1.35866,1.35874,184
